TransactionAmount,TransactionType,Location,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,LoginAttempts_Binned,cluster
603.23,Debit,Detroit,M017,Branch,28,Student,48,1,117.98,Sangat Rendah,0
54.5,Credit,Philadelphia,M082,Branch,57,Retired,147,1,1715.22,Sangat Rendah,0
414.77,Debit,San Francisco,M014,Online,29,Doctor,274,1,5599.81,Sangat Rendah,0
886.19,Debit,Colorado Springs,M081,Branch,61,Retired,69,1,7904.24,Sangat Rendah,0
440.03,Debit,San Jose,M099,Online,49,Engineer,88,1,1490.44,Sangat Rendah,0
35.46,Debit,Nashville,M005,ATM,56,Retired,285,1,1532.72,Sangat Rendah,0
76.39,Debit,Denver,M019,Branch,18,Student,219,1,5976.0,Sangat Rendah,0
595.91,Credit,San Antonio,M085,ATM,19,Student,162,1,1673.76,Sangat Rendah,0
6.03,Debit,Chicago,M035,Branch,76,Retired,70,1,3290.72,Sangat Rendah,0
249.34,Debit,Charlotte,M088,ATM,26,Engineer,197,1,3030.97,Sangat Rendah,0
421.52,Debit,San Jose,M064,Branch,20,Student,67,1,369.86,Sangat Rendah,0
189.77,Debit,Raleigh,M011,Branch,58,Engineer,24,1,6570.36,Sangat Rendah,0
73.19,Debit,Atlanta,M025,Branch,76,Retired,213,1,2264.98,Sangat Rendah,0
188.13,Credit,Jacksonville,M091,Online,75,Retired,198,1,5029.87,Sangat Rendah,0
30.52,Debit,Jacksonville,M005,Branch,62,Doctor,122,1,12327.74,Sangat Rendah,0
1235.69,Credit,San Jose,M048,Branch,20,Student,118,1,420.25,Sangat Rendah,0
1159.39,Debit,Oklahoma City,M091,Online,41,Doctor,150,1,6499.53,Sangat Rendah,0
170.24,Debit,San Francisco,M050,Branch,62,Retired,133,1,5172.99,Sangat Rendah,0
56.62,Debit,Austin,M069,Branch,54,Doctor,121,1,8981.1,Sangat Rendah,0
53.14,Debit,Las Vegas,M062,ATM,34,Doctor,70,1,7915.0,Sangat Rendah,0
587.23,Debit,Omaha,M007,Online,27,Student,144,1,500.84,Sangat Rendah,0
146.15,Debit,Phoenix,M098,Branch,43,Doctor,75,1,13784.4,Sangat Rendah,0
21.27,Credit,Indianapolis,M070,Online,62,Retired,114,1,7392.79,Sangat Rendah,0
1397.59,Credit,Austin,M020,ATM,26,Student,144,1,1134.79,Sangat Rendah,0
76.02,Credit,Albuquerque,M087,Online,34,Doctor,189,1,14765.41,Sangat Rendah,0
170.19,Credit,Los Angeles,M077,Branch,27,Student,156,5,745.87,Sedang,1
155.51,Debit,Raleigh,M081,ATM,68,Doctor,15,1,5360.19,Sangat Rendah,0
135.15,Debit,Colorado Springs,M100,Online,72,Retired,50,1,5878.14,Sangat Rendah,0
39.48,Debit,Omaha,M017,ATM,56,Retired,38,1,5889.51,Sangat Rendah,0
451.68,Debit,Houston,M072,Online,33,Engineer,15,1,4381.54,Sangat Rendah,0
19.11,Credit,Colorado Springs,M007,Online,49,Engineer,160,1,8478.46,Sangat Rendah,0
355.0,Credit,Fort Worth,M053,Online,26,Student,33,1,185.47,Sangat Rendah,0
427.69,Debit,Raleigh,M088,ATM,43,Engineer,236,1,2443.54,Sangat Rendah,0
254.86,Debit,Boston,M013,Branch,23,Student,102,1,699.9,Sangat Rendah,0
19.48,Debit,Dallas,M002,ATM,27,Engineer,114,1,4739.59,Sangat Rendah,0
190.17,Debit,Baltimore,M043,ATM,49,Doctor,265,1,12893.85,Sangat Rendah,0
91.38,Debit,Jacksonville,M013,ATM,65,Retired,179,1,2402.58,Sangat Rendah,0
206.63,Credit,Oklahoma City,M023,Online,59,Retired,128,1,7626.53,Sangat Rendah,0
93.22,Debit,Charlotte,M030,Online,52,Retired,52,1,1014.63,Sangat Rendah,0
547.98,Debit,Oklahoma City,M070,ATM,28,Student,171,1,1358.54,Sangat Rendah,0
641.06,Debit,Colorado Springs,M099,ATM,23,Student,25,1,1602.13,Sangat Rendah,0
314.55,Credit,Dallas,M001,Branch,27,Student,19,2,1105.89,Rendah,0
836.45,Debit,Virginia Beach,M043,Online,61,Retired,63,1,1731.89,Sangat Rendah,0
1095.09,Debit,San Francisco,M076,ATM,29,Engineer,52,1,8692.47,Sangat Rendah,0
189.45,Credit,Boston,M008,Branch,53,Doctor,62,1,12578.75,Sangat Rendah,0
91.84,Credit,Mesa,M023,Branch,67,Retired,80,1,1712.41,Sangat Rendah,0
609.52,Debit,Washington,M076,ATM,78,Retired,169,1,3485.03,Sangat Rendah,0
859.3,Credit,Colorado Springs,M066,Branch,78,Retired,68,1,1146.78,Sangat Rendah,0
100.01,Debit,Philadelphia,M061,ATM,50,Doctor,63,1,6393.12,Sangat Rendah,0
28.78,Credit,Tucson,M096,Online,40,Doctor,51,1,680.55,Sangat Rendah,0
111.08,Debit,Chicago,M064,Online,70,Doctor,83,1,7037.34,Sangat Rendah,0
470.96,Credit,Indianapolis,M036,Online,69,Doctor,124,2,12991.03,Rendah,0
52.23,Credit,San Francisco,M016,Branch,28,Student,96,1,105.01,Sangat Rendah,0
78.62,Debit,Oklahoma City,M084,Branch,32,Doctor,52,1,1360.85,Sangat Rendah,0
47.79,Debit,Denver,M034,Branch,25,Student,37,1,1649.92,Sangat Rendah,0
333.97,Debit,Fresno,M011,Branch,52,Doctor,45,1,5237.36,Sangat Rendah,0
30.87,Debit,Fresno,M025,ATM,33,Doctor,295,1,14348.65,Sangat Rendah,0
710.43,Debit,San Diego,M007,Online,67,Retired,115,1,5625.55,Sangat Rendah,0
220.23,Debit,Milwaukee,M059,ATM,41,Engineer,48,1,3438.02,Sangat Rendah,0
27.28,Debit,Atlanta,M070,ATM,29,Doctor,96,1,10668.24,Sangat Rendah,0
101.52,Debit,Tucson,M086,ATM,49,Engineer,98,1,2018.9,Sangat Rendah,0
162.65,Debit,New York,M088,ATM,59,Engineer,147,1,9500.95,Sangat Rendah,0
10.52,Debit,Kansas City,M019,ATM,55,Retired,30,1,2472.99,Sangat Rendah,0
270.72,Debit,Los Angeles,M027,Branch,38,Doctor,37,1,6522.47,Sangat Rendah,0
202.34,Debit,New York,M049,Online,20,Student,134,1,1223.45,Sangat Rendah,0
247.58,Debit,San Antonio,M068,ATM,39,Engineer,152,1,778.74,Sangat Rendah,0
686.17,Debit,Denver,M030,ATM,61,Retired,96,1,2246.15,Sangat Rendah,0
359.65,Credit,Jacksonville,M085,Online,25,Student,289,1,219.53,Sangat Rendah,0
109.91,Debit,Seattle,M074,Branch,38,Doctor,90,1,12896.06,Sangat Rendah,0
215.72,Credit,Columbus,M032,Branch,30,Engineer,137,1,8697.11,Sangat Rendah,0
490.76,Debit,Columbus,M048,Online,66,Retired,156,1,6414.11,Sangat Rendah,0
224.28,Debit,Chicago,M068,Online,64,Retired,68,1,5767.51,Sangat Rendah,0
614.03,Debit,Dallas,M086,ATM,68,Retired,51,1,2815.86,Sangat Rendah,0
608.79,Debit,Fort Worth,M015,Online,55,Engineer,157,1,2991.17,Sangat Rendah,0
186.55,Debit,Philadelphia,M003,Branch,48,Engineer,288,1,224.65,Sangat Rendah,0
840.16,Credit,Colorado Springs,M014,Branch,20,Student,68,1,1236.76,Sangat Rendah,0
203.34,Debit,Phoenix,M061,ATM,60,Doctor,66,1,13586.99,Sangat Rendah,0
90.88,Debit,Colorado Springs,M071,ATM,26,Engineer,284,1,7117.35,Sangat Rendah,0
60.11,Credit,Albuquerque,M067,Branch,61,Retired,122,1,7235.87,Sangat Rendah,0
393.92,Debit,Memphis,M061,Branch,72,Retired,47,1,7318.64,Sangat Rendah,0
19.39,Debit,Colorado Springs,M062,ATM,43,Doctor,45,1,9847.6,Sangat Rendah,0
557.41,Credit,Washington,M087,Online,80,Retired,49,1,2968.75,Sangat Rendah,0
57.07,Credit,Boston,M027,Online,31,Doctor,99,1,9323.71,Sangat Rendah,0
395.27,Credit,Miami,M085,Online,18,Student,167,1,1764.08,Sangat Rendah,0
289.05,Debit,New York,M088,ATM,75,Retired,116,1,5683.49,Sangat Rendah,0
46.11,Debit,San Francisco,M048,Online,33,Doctor,233,1,5225.73,Sangat Rendah,0
335.5,Debit,Sacramento,M003,ATM,63,Retired,47,1,6445.4,Sangat Rendah,0
388.07,Debit,Seattle,M067,Online,24,Student,68,1,289.71,Sangat Rendah,0
520.86,Credit,Sacramento,M017,Online,51,Engineer,66,1,9200.74,Sangat Rendah,0
787.41,Debit,Memphis,M081,Online,25,Student,39,1,300.87,Sangat Rendah,0
31.7,Credit,Raleigh,M074,ATM,48,Doctor,121,1,743.9,Sangat Rendah,0
22.3,Debit,Philadelphia,M030,ATM,21,Student,90,1,1200.35,Sangat Rendah,0
203.12,Debit,San Jose,M078,ATM,56,Retired,181,1,1562.39,Sangat Rendah,0
315.94,Credit,Raleigh,M024,Branch,49,Doctor,172,1,7719.71,Sangat Rendah,0
192.23,Debit,Albuquerque,M058,Online,54,Engineer,39,3,2610.67,Rendah,1
1510.71,Debit,Oklahoma City,M060,Online,66,Retired,51,1,2060.02,Sangat Rendah,0
0.26,Debit,Oklahoma City,M090,Online,20,Student,173,1,1833.67,Sangat Rendah,0
210.77,Debit,Mesa,M094,ATM,71,Retired,161,1,5396.65,Sangat Rendah,0
406.65,Debit,Mesa,M062,ATM,57,Doctor,107,1,12995.7,Sangat Rendah,0
422.9,Debit,Tucson,M027,ATM,40,Engineer,111,1,7616.43,Sangat Rendah,0
20.62,Credit,Philadelphia,M014,ATM,35,Doctor,225,1,12500.8,Sangat Rendah,0
174.39,Debit,San Francisco,M015,ATM,19,Student,36,1,1127.08,Sangat Rendah,0
7.86,Credit,Sacramento,M053,Branch,76,Retired,91,1,3621.98,Sangat Rendah,0
61.98,Debit,Denver,M038,Online,49,Engineer,44,1,5212.28,Sangat Rendah,0
54.85,Credit,San Francisco,M071,Branch,58,Retired,40,1,2727.45,Sangat Rendah,0
204.7,Debit,Oklahoma City,M032,Branch,49,Doctor,95,5,5117.03,Sedang,1
16.55,Debit,Tucson,M009,Branch,26,Engineer,159,1,6089.79,Sangat Rendah,0
91.32,Debit,Milwaukee,M056,Branch,58,Engineer,77,1,2618.1,Sangat Rendah,0
195.49,Debit,Memphis,M016,ATM,31,Doctor,212,1,11988.12,Sangat Rendah,0
49.62,Debit,Portland,M055,ATM,55,Engineer,111,1,3841.42,Sangat Rendah,0
487.16,Credit,Los Angeles,M077,Branch,28,Student,84,1,321.21,Sangat Rendah,0
405.6,Debit,Tucson,M031,Online,37,Engineer,44,1,9754.73,Sangat Rendah,0
512.95,Debit,Columbus,M066,Branch,57,Engineer,143,1,9584.52,Sangat Rendah,0
345.94,Debit,Portland,M100,ATM,31,Doctor,163,1,7624.56,Sangat Rendah,0
356.56,Debit,New York,M100,Online,47,Engineer,52,1,2485.73,Sangat Rendah,0
10.31,Debit,Louisville,M054,Online,36,Engineer,280,1,2137.9,Sangat Rendah,0
211.69,Debit,Atlanta,M066,Branch,30,Doctor,111,1,6412.85,Sangat Rendah,0
221.49,Credit,Oklahoma City,M052,Branch,23,Student,196,1,707.25,Sangat Rendah,0
278.23,Debit,Fresno,M019,Online,48,Engineer,83,1,8300.54,Sangat Rendah,0
116.88,Debit,Memphis,M026,ATM,45,Doctor,263,1,7717.34,Sangat Rendah,0
328.77,Credit,San Diego,M033,Online,39,Doctor,247,1,6967.03,Sangat Rendah,0
77.53,Debit,Louisville,M052,Branch,54,Retired,55,1,5158.6,Sangat Rendah,0
421.74,Debit,San Jose,M014,Online,67,Doctor,103,1,12031.14,Sangat Rendah,0
313.69,Debit,Oklahoma City,M034,Branch,73,Retired,152,1,7093.68,Sangat Rendah,0
411.72,Debit,Washington,M014,Branch,29,Doctor,153,1,8539.86,Sangat Rendah,0
508.73,Debit,Chicago,M071,Branch,59,Retired,89,1,7640.57,Sangat Rendah,0
153.08,Debit,Omaha,M057,ATM,24,Student,201,1,1292.21,Sangat Rendah,0
23.01,Debit,Las Vegas,M090,Branch,63,Retired,166,1,5958.75,Sangat Rendah,0
69.28,Debit,Los Angeles,M070,Online,25,Student,129,1,708.74,Sangat Rendah,0
51.25,Credit,Austin,M044,Branch,28,Student,66,1,1744.4,Sangat Rendah,0
407.65,Debit,Denver,M095,ATM,25,Student,263,1,273.78,Sangat Rendah,0
459.25,Debit,Tucson,M043,Branch,25,Student,59,1,130.76,Sangat Rendah,0
301.56,Debit,Seattle,M011,Branch,49,Doctor,118,1,10389.6,Sangat Rendah,0
17.67,Debit,San Diego,M061,Online,63,Doctor,91,1,1048.18,Sangat Rendah,0
5.29,Credit,San Francisco,M008,Online,32,Doctor,132,1,12896.68,Sangat Rendah,0
401.37,Debit,Los Angeles,M031,Branch,43,Engineer,251,1,8208.54,Sangat Rendah,0
145.4,Debit,Tucson,M044,Online,38,Engineer,24,1,5244.49,Sangat Rendah,0
556.34,Debit,Seattle,M031,Online,37,Doctor,46,1,11935.14,Sangat Rendah,0
34.31,Debit,Philadelphia,M094,ATM,24,Student,251,1,1484.76,Sangat Rendah,0
780.59,Credit,Tucson,M058,Online,23,Student,145,1,6513.34,Sangat Rendah,0
282.65,Debit,Fort Worth,M012,ATM,35,Doctor,161,1,13801.15,Sangat Rendah,0
305.27,Debit,Las Vegas,M059,Online,68,Doctor,147,1,12958.65,Sangat Rendah,0
185.81,Debit,Austin,M033,Online,32,Doctor,116,1,9588.71,Sangat Rendah,0
66.01,Debit,Milwaukee,M042,Online,49,Engineer,179,1,3475.99,Sangat Rendah,0
447.95,Debit,Tucson,M002,Branch,29,Engineer,75,1,7544.4,Sangat Rendah,0
279.3,Debit,Oklahoma City,M079,ATM,19,Student,48,1,1193.61,Sangat Rendah,0
26.75,Debit,Indianapolis,M096,Online,33,Doctor,27,1,12063.77,Sangat Rendah,0
611.15,Debit,Detroit,M009,ATM,27,Student,121,1,892.83,Sangat Rendah,0
275.2,Debit,New York,M058,Online,54,Engineer,81,1,1230.12,Sangat Rendah,0
427.79,Debit,San Jose,M016,Branch,18,Student,189,1,1479.67,Sangat Rendah,0
469.13,Credit,San Antonio,M009,ATM,54,Doctor,139,1,1265.28,Sangat Rendah,0
102.81,Debit,Seattle,M074,Branch,76,Retired,47,1,3228.87,Sangat Rendah,0
22.61,Debit,Seattle,M099,Online,19,Student,145,1,1111.67,Sangat Rendah,0
68.28,Debit,Boston,M100,Online,56,Engineer,293,1,3213.16,Sangat Rendah,0
33.65,Credit,New York,M067,Online,63,Doctor,146,1,12719.93,Sangat Rendah,0
362.68,Credit,Miami,M014,ATM,63,Retired,137,1,2040.77,Sangat Rendah,0
73.23,Debit,San Francisco,M090,Branch,20,Student,172,1,1309.85,Sangat Rendah,0
654.49,Credit,Austin,M060,Online,25,Student,104,1,164.61,Sangat Rendah,0
18.56,Credit,Memphis,M094,Branch,49,Engineer,161,1,4230.37,Sangat Rendah,0
389.05,Debit,Dallas,M075,ATM,27,Student,41,1,761.0,Sangat Rendah,0
7.38,Debit,Houston,M076,Online,67,Retired,105,1,2923.83,Sangat Rendah,0
109.48,Debit,Baltimore,M008,Online,61,Retired,93,1,7372.47,Sangat Rendah,0
66.91,Debit,Seattle,M047,ATM,39,Doctor,85,1,871.1,Sangat Rendah,0
335.48,Debit,Oklahoma City,M040,Branch,45,Engineer,155,1,3023.16,Sangat Rendah,0
38.14,Debit,Albuquerque,M026,Online,19,Student,174,1,1119.21,Sangat Rendah,0
1076.98,Debit,Detroit,M090,Branch,60,Doctor,173,1,11833.73,Sangat Rendah,0
360.02,Debit,Dallas,M004,Online,68,Retired,68,1,6400.59,Sangat Rendah,0
567.71,Debit,Memphis,M086,Online,63,Doctor,80,1,13884.24,Sangat Rendah,0
218.19,Debit,Austin,M078,ATM,19,Student,185,1,620.83,Sangat Rendah,0
209.99,Debit,Denver,M014,ATM,19,Student,40,1,1938.01,Sangat Rendah,0
11.02,Debit,Tucson,M008,Branch,19,Student,280,1,964.79,Sangat Rendah,0
83.43,Debit,New York,M012,Online,56,Retired,109,1,1870.16,Sangat Rendah,0
344.97,Debit,Austin,M050,Online,34,Doctor,106,1,5577.94,Sangat Rendah,0
172.29,Debit,El Paso,M034,ATM,36,Engineer,283,1,8700.8,Sangat Rendah,0
195.54,Debit,Omaha,M039,Online,60,Retired,255,1,2794.66,Sangat Rendah,0
101.23,Debit,Colorado Springs,M015,Online,45,Engineer,87,1,6169.71,Sangat Rendah,0
180.46,Debit,Fresno,M001,ATM,25,Student,34,1,831.75,Sangat Rendah,0
692.55,Debit,Charlotte,M058,Branch,53,Retired,109,1,2451.56,Sangat Rendah,0
147.31,Credit,Mesa,M005,Online,34,Doctor,92,1,13625.52,Sangat Rendah,0
107.48,Debit,Los Angeles,M058,Branch,20,Student,103,1,1379.39,Sangat Rendah,0
1831.02,Credit,Columbus,M012,Online,62,Doctor,83,1,11498.01,Sangat Rendah,0
81.51,Debit,Washington,M059,Branch,25,Student,97,1,865.49,Sangat Rendah,0
365.48,Credit,Seattle,M082,Online,76,Retired,216,1,7147.4,Sangat Rendah,0
491.1,Credit,Houston,M067,Online,35,Engineer,125,1,7833.85,Sangat Rendah,0
452.8,Debit,Los Angeles,M034,Branch,80,Retired,151,1,4840.67,Sangat Rendah,0
645.04,Debit,Memphis,M014,Branch,70,Retired,78,1,7361.47,Sangat Rendah,0
169.28,Debit,Philadelphia,M057,Branch,45,Doctor,114,1,5128.44,Sangat Rendah,0
88.42,Debit,El Paso,M096,ATM,62,Doctor,91,1,12381.45,Sangat Rendah,0
155.53,Debit,Baltimore,M041,ATM,29,Engineer,66,1,4008.05,Sangat Rendah,0
991.82,Debit,Milwaukee,M042,Online,43,Engineer,300,1,3493.13,Sangat Rendah,0
39.24,Debit,Dallas,M095,ATM,77,Retired,106,1,6462.41,Sangat Rendah,0
152.01,Debit,Fort Worth,M095,ATM,42,Engineer,111,3,4625.12,Rendah,1
78.77,Credit,Las Vegas,M085,ATM,48,Engineer,50,1,6470.57,Sangat Rendah,0
26.5,Debit,Indianapolis,M063,Online,48,Engineer,179,1,4854.83,Sangat Rendah,0
83.62,Debit,Raleigh,M069,ATM,48,Doctor,146,1,12652.22,Sangat Rendah,0
142.78,Debit,San Diego,M021,Branch,68,Doctor,150,1,11705.88,Sangat Rendah,0
55.99,Debit,El Paso,M037,ATM,35,Doctor,95,1,932.61,Sangat Rendah,0
774.48,Debit,Louisville,M013,Branch,61,Doctor,31,1,11613.58,Sangat Rendah,0
105.37,Debit,Sacramento,M043,ATM,25,Student,160,1,1068.55,Sangat Rendah,0
118.83,Debit,Virginia Beach,M039,Online,28,Student,295,1,1616.3,Sangat Rendah,0
46.22,Debit,San Jose,M049,Branch,23,Student,217,1,471.28,Sangat Rendah,0
659.71,Credit,San Jose,M052,Branch,21,Student,148,1,106.86,Sangat Rendah,0
377.97,Debit,Miami,M028,Online,72,Retired,160,1,2457.1,Sangat Rendah,0
114.1,Debit,Boston,M024,Branch,69,Retired,148,1,5882.12,Sangat Rendah,0
11.3,Credit,Louisville,M044,Online,55,Retired,41,1,1938.99,Sangat Rendah,0
95.5,Debit,Omaha,M031,Online,57,Retired,17,1,4079.09,Sangat Rendah,0
130.93,Credit,Houston,M061,Branch,28,Engineer,149,1,860.12,Sangat Rendah,0
272.97,Debit,Boston,M033,Online,68,Retired,174,1,7811.31,Sangat Rendah,0
73.35,Debit,San Francisco,M093,Branch,24,Student,47,1,1181.84,Sangat Rendah,0
29.94,Debit,San Francisco,M063,ATM,58,Doctor,243,1,10915.54,Sangat Rendah,0
307.24,Debit,San Jose,M096,ATM,19,Student,136,2,1670.72,Rendah,0
50.52,Debit,Boston,M029,Online,20,Student,140,1,1121.19,Sangat Rendah,0
820.46,Credit,Fort Worth,M041,Online,53,Engineer,243,1,5621.86,Sangat Rendah,0
153.07,Debit,Detroit,M034,ATM,56,Engineer,116,1,8873.43,Sangat Rendah,0
52.94,Debit,Tucson,M052,Branch,41,Doctor,146,1,6990.92,Sangat Rendah,0
384.41,Debit,Jacksonville,M093,ATM,60,Engineer,65,1,7831.56,Sangat Rendah,0
235.42,Debit,Phoenix,M060,Branch,51,Retired,175,1,6173.23,Sangat Rendah,0
114.23,Debit,Dallas,M089,ATM,56,Doctor,64,1,9523.72,Sangat Rendah,0
12.62,Debit,El Paso,M068,Branch,33,Doctor,61,1,6420.47,Sangat Rendah,0
997.37,Debit,Fort Worth,M053,ATM,23,Student,145,1,1146.09,Sangat Rendah,0
373.52,Debit,Colorado Springs,M026,ATM,35,Engineer,235,1,6430.41,Sangat Rendah,0
336.05,Debit,San Antonio,M019,Branch,28,Student,164,1,1635.05,Sangat Rendah,0
366.93,Debit,Houston,M078,Online,66,Retired,33,1,6697.79,Sangat Rendah,0
112.27,Debit,Seattle,M007,Branch,58,Doctor,102,1,7369.89,Sangat Rendah,0
494.96,Debit,Sacramento,M067,ATM,40,Engineer,132,1,6903.68,Sangat Rendah,0
561.58,Debit,Sacramento,M022,Online,65,Doctor,23,1,11748.86,Sangat Rendah,0
440.94,Debit,San Antonio,M008,Online,42,Doctor,148,1,7303.23,Sangat Rendah,0
71.9,Debit,Los Angeles,M013,Branch,29,Doctor,51,1,10619.35,Sangat Rendah,0
256.66,Credit,Raleigh,M045,Online,54,Retired,137,1,1794.5,Sangat Rendah,0
166.55,Credit,Houston,M065,Branch,59,Doctor,99,1,12970.21,Sangat Rendah,0
276.26,Debit,Louisville,M024,Branch,56,Doctor,143,1,120.89,Sangat Rendah,0
35.46,Debit,Indianapolis,M073,ATM,67,Doctor,164,1,5692.31,Sangat Rendah,0
38.14,Debit,Portland,M072,Branch,50,Engineer,165,1,9879.87,Sangat Rendah,0
506.26,Credit,Baltimore,M014,ATM,64,Retired,86,1,6266.65,Sangat Rendah,0
736.32,Debit,Indianapolis,M054,Online,31,Doctor,28,1,14268.95,Sangat Rendah,0
389.43,Credit,Austin,M005,ATM,52,Engineer,151,1,6449.83,Sangat Rendah,0
25.58,Debit,Omaha,M048,ATM,60,Engineer,166,1,6741.41,Sangat Rendah,0
446.1,Debit,Seattle,M068,ATM,25,Student,243,1,1008.44,Sangat Rendah,0
147.74,Debit,Raleigh,M034,Branch,23,Student,15,1,1711.78,Sangat Rendah,0
1228.81,Debit,San Francisco,M034,ATM,26,Student,254,1,1821.0,Sangat Rendah,0
46.23,Debit,Fresno,M015,Online,77,Retired,282,1,5107.75,Sangat Rendah,0
265.37,Debit,Washington,M013,Branch,33,Engineer,77,1,5229.95,Sangat Rendah,0
342.57,Debit,Boston,M100,Online,20,Student,91,1,339.16,Sangat Rendah,0
417.26,Credit,New York,M049,Online,32,Doctor,45,1,10442.48,Sangat Rendah,0
33.63,Debit,Columbus,M024,Online,63,Retired,76,1,4324.4,Sangat Rendah,0
64.58,Debit,El Paso,M056,Branch,55,Retired,173,1,6292.29,Sangat Rendah,0
23.23,Credit,Miami,M064,Branch,21,Student,122,1,269.01,Sangat Rendah,0
160.52,Credit,Jacksonville,M034,ATM,78,Retired,112,1,5379.25,Sangat Rendah,0
278.88,Debit,Kansas City,M001,Branch,64,Doctor,179,2,1334.09,Rendah,0
285.49,Credit,Charlotte,M071,Branch,53,Doctor,109,1,6366.84,Sangat Rendah,0
71.87,Debit,Nashville,M057,ATM,22,Student,258,1,1839.1,Sangat Rendah,0
308.8,Debit,Baltimore,M018,ATM,53,Retired,41,1,3966.54,Sangat Rendah,0
135.35,Debit,Houston,M098,Branch,33,Engineer,82,1,9983.36,Sangat Rendah,0
288.43,Debit,Phoenix,M075,Branch,66,Retired,72,1,4577.09,Sangat Rendah,0
147.46,Credit,Albuquerque,M071,Online,65,Doctor,205,1,7458.03,Sangat Rendah,0
214.15,Debit,Detroit,M064,Branch,32,Engineer,217,1,6397.29,Sangat Rendah,0
71.34,Debit,Miami,M021,Online,49,Engineer,144,3,6345.03,Rendah,1
170.36,Debit,Indianapolis,M091,ATM,30,Doctor,118,1,6034.73,Sangat Rendah,0
965.66,Debit,Raleigh,M009,ATM,53,Engineer,32,1,765.81,Sangat Rendah,0
736.53,Debit,Philadelphia,M065,ATM,55,Engineer,120,1,9826.26,Sangat Rendah,0
213.42,Debit,Columbus,M052,ATM,45,Engineer,17,1,3736.38,Sangat Rendah,0
94.09,Debit,Miami,M042,Branch,27,Student,203,1,646.85,Sangat Rendah,0
91.23,Debit,Boston,M003,ATM,72,Retired,86,1,6385.12,Sangat Rendah,0
263.92,Credit,San Diego,M074,Branch,57,Retired,233,1,4161.71,Sangat Rendah,0
77.5,Credit,Fort Worth,M061,Online,51,Doctor,201,1,11079.77,Sangat Rendah,0
3.65,Debit,Miami,M098,Online,69,Doctor,146,1,10017.11,Sangat Rendah,0
43.88,Credit,Seattle,M038,Online,26,Student,251,1,1644.09,Sangat Rendah,0
591.98,Debit,El Paso,M069,ATM,28,Student,132,1,387.65,Sangat Rendah,0
224.79,Debit,Boston,M063,Online,18,Student,129,1,528.38,Sangat Rendah,0
64.3,Debit,Louisville,M015,ATM,55,Retired,67,1,7530.3,Sangat Rendah,0
111.79,Debit,Jacksonville,M056,Online,62,Doctor,49,1,10887.59,Sangat Rendah,0
927.16,Debit,San Francisco,M013,ATM,59,Retired,153,1,7104.61,Sangat Rendah,0
613.7,Credit,Fort Worth,M055,Branch,61,Retired,37,1,7307.11,Sangat Rendah,0
26.07,Debit,Baltimore,M061,Branch,20,Student,19,3,349.98,Rendah,1
170.45,Debit,San Francisco,M026,Branch,60,Engineer,199,1,2284.41,Sangat Rendah,0
344.27,Debit,San Antonio,M031,Branch,22,Student,123,1,1918.36,Sangat Rendah,0
872.72,Debit,Washington,M033,Online,22,Student,288,1,503.01,Sangat Rendah,0
292.95,Debit,Memphis,M055,Branch,37,Engineer,56,1,1216.91,Sangat Rendah,0
28.44,Debit,Fresno,M047,ATM,18,Student,243,1,1071.04,Sangat Rendah,0
209.02,Debit,El Paso,M008,ATM,21,Student,74,1,187.9,Sangat Rendah,0
20.05,Debit,Chicago,M018,ATM,72,Retired,171,1,7145.67,Sangat Rendah,0
175.02,Debit,Phoenix,M092,Online,28,Student,71,1,1493.88,Sangat Rendah,0
89.5,Credit,Louisville,M020,Branch,41,Engineer,134,1,8658.95,Sangat Rendah,0
69.96,Debit,Baltimore,M060,Branch,28,Student,31,1,164.12,Sangat Rendah,0
146.51,Debit,Albuquerque,M097,ATM,53,Engineer,68,1,7089.9,Sangat Rendah,0
376.78,Credit,Nashville,M061,Online,21,Student,88,1,841.65,Sangat Rendah,0
148.54,Credit,Columbus,M048,Branch,71,Retired,107,1,5677.05,Sangat Rendah,0
388.77,Credit,Jacksonville,M065,Online,26,Student,30,1,1658.49,Sangat Rendah,0
100.38,Debit,Seattle,M060,Branch,63,Doctor,49,1,10171.68,Sangat Rendah,0
137.23,Debit,Fresno,M084,Branch,64,Doctor,63,1,13847.99,Sangat Rendah,0
870.3,Debit,San Jose,M003,ATM,51,Retired,229,1,3688.98,Sangat Rendah,0
458.94,Debit,Detroit,M076,Branch,52,Engineer,180,1,5619.95,Sangat Rendah,0
327.35,Credit,Memphis,M059,Branch,20,Student,175,1,342.08,Sangat Rendah,0
757.15,Debit,Raleigh,M085,Online,53,Engineer,38,1,4702.86,Sangat Rendah,0
5.64,Debit,Boston,M064,Online,59,Doctor,47,1,12703.24,Sangat Rendah,0
47.23,Credit,Memphis,M034,Online,73,Retired,160,1,6659.81,Sangat Rendah,0
239.41,Credit,Baltimore,M064,Online,42,Doctor,248,1,7860.65,Sangat Rendah,0
7.48,Debit,San Antonio,M025,ATM,55,Engineer,29,1,1275.2,Sangat Rendah,0
170.97,Debit,Nashville,M044,Branch,26,Student,292,1,1265.27,Sangat Rendah,0
262.43,Credit,San Diego,M046,Online,37,Doctor,274,5,12841.01,Sedang,1
659.15,Debit,Boston,M014,ATM,22,Student,204,1,1241.59,Sangat Rendah,0
